year,month,day,P(mm/d),E(mm/d),Q(mm/d),T(°C)
2005,2,12,6.9,1.006207,0.8108625,6.925625
2005,2,13,13.6,1.13618,1.087875,8.510417
2005,2,14,9.5,0.6962438,1.550963,1.504583
2005,2,15,5.8,0.692138,1.095637,1.200833
2005,2,16,1.2,0.6141471,0.89685,-0.435625
2005,2,17,0,0.5508775,0.6436875,-1.983958
2005,2,18,0,0.5539304,0.5592375,-2.020417
2005,2,19,0.1,0.5415132,0.5277375,-2.308125
2005,2,20,2.9,0.6248027,0.5108625,-0.176875
2005,2,21,0.8,0.6320815,0.49065,-0.1914583
2005,2,22,0.8,0.5840309,0.4667625,-1.554167
2005,2,23,0,0.5496272,0.44655,-2.660833
2005,2,24,0.3,0.4561931,0.434475,-4.927917
2005,2,25,0,0.4425995,0.4061625,-5.39
2005,2,26,0.7,0.4348168,0.3940125,-5.288958
2005,2,27,0.3,0.4946571,0.3844875,-3.717708
2005,2,28,0,0.5022481,0.38715,-4.200625
2005,3,1,0,0.3873481,0.3812625,-8.836458
2005,3,2,0,0.3612545,0.3861,-8.77625
2005,3,3,0.1,0.5276526,0.3825375,-3.84625
2005,3,4,0,0.5980222,0.3801,-2.067292
2005,3,5,0,0.5887297,0.3759375,-2.677292
2005,3,6,1,0.6015626,0.3744375,-1.942708
2005,3,7,0,0.5458912,0.3692625,-3.76125
2005,3,8,1.6,0.6820855,0.3628875,-0.05416667
2005,3,9,1.2,0.839284,0.370575,2.105208
2005,3,10,1,0.8456676,0.4352625,2.071875
2005,3,11,0.2,0.8152473,0.4888125,1.204167
2005,3,12,1,0.838068,0.566625,2.207708
2005,3,13,3.1,0.8197186,0.912225,1.800625
2005,3,14,0,0.8383325,0.548175,1.92125
2005,3,15,0,0.9326511,0.480675,2.859792
2005,3,16,0.1,0.9829395,0.4287,3.931875
2005,3,17,0,1.411184,0.4077,9.338958
2005,3,18,0,1.589331,0.3825375,11.37271
2005,3,19,0,1.507555,0.378225,10.0125
2005,3,20,0.1,1.502384,0.368325,10.1275
2005,3,21,0,1.472723,0.358425,9.29125
2005,3,22,0,1.40291,0.36225,7.96625
2005,3,23,1.3,1.498569,0.36495,9.548333
2005,3,24,0,1.70044,0.35265,11.52417
2005,3,25,1.1,1.542112,0.358425,10.28854
2005,3,26,0.1,1.616185,0.36675,10.17292
2005,3,27,0.6,1.450103,0.3717,9.036667
2005,3,28,0.2,1.625386,0.3672,10.17875
2005,3,29,1.7,1.619739,0.359325,10.12292
2005,3,30,0.2,1.605759,0.361575,10.20271
2005,3,31,4.2,1.557586,0.40725,9.126875
2005,4,1,0,1.604459,0.3837,9.56
2005,4,2,0.2,1.462536,0.3841875,8.235
2005,4,3,0,1.440072,0.381975,7.911458
2005,4,4,0,1.586499,0.3819,9.531042
2005,4,5,0,1.552986,0.3688875,9.877917
2005,4,6,2.4,1.541074,0.3781125,8.82375
2005,4,7,8.7,1.396284,0.4002375,7.743333
2005,4,8,5.4,1.530486,0.717075,8.870417
2005,4,9,0.6,1.224065,0.4594125,5.51125
2005,4,10,0.1,1.093089,0.4315875,3.581042
2005,4,11,0,1.224756,0.4147875,5.068958
2005,4,12,0.1,1.451623,0.40455,7.352917
2005,4,13,0,1.538495,0.4095375,8.261042
2005,4,14,0,1.675045,0.40035,9.68625
2005,4,15,0,1.745112,0.399825,10.38021
2005,4,16,3.4,1.592329,0.414525,8.645625
2005,4,17,2.1,1.512652,0.4410375,7.796875
2005,4,18,0.1,1.785537,0.4300125,10.10167
2005,4,19,0,1.748204,0.4095375,10.19479
2005,4,20,4.3,1.599067,0.434475,8.267083
2005,4,21,0.2,1.423264,0.4247625,6.690833
2005,4,22,0.1,1.379885,0.4021875,6.138958
2005,4,23,0.1,1.460161,0.391425,6.912292
2005,4,24,3.2,1.509001,0.4021875,7.851458
2005,4,25,3.2,1.940844,0.477525,11.19625
2005,4,26,16.1,1.824589,0.7684875,10.08771
2005,4,27,7.1,1.884232,0.611775,10.58667
2005,4,28,0.9,1.886999,1.07355,10.40792
2005,4,29,0.1,1.817897,0.7680375,10.23542
2005,4,30,1,2.491382,0.7147125,15.05542
2005,5,1,0.1,2.654647,0.6951375,15.72812
2005,5,2,0.1,2.979977,0.6703125,17.77021
2005,5,3,0.5,2.734749,0.5883375,16.265
2005,5,4,0.8,2.253556,0.5349375,13.41062
2005,5,5,5.8,1.959461,0.566775,10.62667
2005,5,6,1.6,1.966407,0.53745,10.45042
2005,5,7,1,1.840794,0.5254875,9.786042
2005,5,8,7.2,1.538772,0.5709375,7.212083
2005,5,9,0.1,1.431704,0.5218875,6.236042
2005,5,10,0,1.499452,0.4869,6.116458
2005,5,11,0,1.527832,0.4674,6.214583
2005,5,12,0,1.616271,0.460125,6.508958
2005,5,13,0,1.963023,0.4449375,9.032083
2005,5,14,0,2.134367,0.4321125,10.15667
2005,5,15,0,2.091104,0.5434875,9.975
2005,5,16,0,2.068168,0.5572875,9.557708
2005,5,17,0,2.115844,0.4719,10.01042
2005,5,18,0,1.993742,0.4606875,7.810625
2005,5,19,0,1.84385,0.4322625,6.999375
2005,5,20,0,2.129164,0.4113,10.23667
2005,5,21,5.5,2.984589,0.4312875,15.52438
2005,5,22,0.8,2.696783,0.5176875,13.82667
2005,5,23,0,2.48452,0.4719,12.77542
2005,5,24,0.5,2.461813,0.45135,12.12542
2005,5,25,0,2.439509,0.42825,12.24604
2005,5,26,0,3.291149,0.422175,16.61604
2005,5,27,0,3.752751,0.410775,19.16042
2005,5,28,0,4.226289,0.4026,21.17521
2005,5,29,0,4.319947,0.4017,21.68583
2005,5,30,25.3,4.156369,0.667425,20.01479
2005,5,31,2.2,2.537844,0.8934,12.35854
2005,6,1,0.2,2.296298,0.479325,10.84375
2005,6,2,0.1,2.706445,0.4393125,13.00833
2005,6,3,0,3.043817,0.4158,15.31625
2005,6,4,4,3.260307,0.4207125,16.80583
2005,6,5,3.6,2.522418,0.4219125,12.67771
2005,6,6,0.3,2.289379,0.4158,11.31562
2005,6,7,2.9,2.518276,0.4225875,12.23
2005,6,8,0,2.14433,0.3849,8.798542
2005,6,9,0,2.289801,0.370725,10.23667
2005,6,10,0,2.503968,0.369825,11.625
2005,6,11,0,2.648957,0.3645,12.54854
2005,6,12,0,2.54047,0.3679125,11.365
2005,6,13,0,2.333608,0.3658125,10.68229
2005,6,14,0,2.605817,0.35925,12.8275
2005,6,15,0,2.823523,0.3584625,13.74729
2005,6,16,0,3.095813,0.3456375,16.08375
2005,6,17,0,3.523176,0.34155,17.88417
2005,6,18,0,3.933271,0.3624,19.37917
2005,6,19,0,4.415076,0.36765,20.56875
2005,6,20,0,4.288468,0.3487125,20.29875
2005,6,21,0,4.673518,0.3453375,21.94542
2005,6,22,0,4.772464,0.3393,22.75271
2005,6,23,0.1,4.534642,0.348825,20.89146
2005,6,24,0,4.682284,0.357975,22.1175
2005,6,25,0,5.340871,0.36255,24.47167
2005,6,26,0.2,4.299456,0.36975,21.0625
2005,6,27,0,4.406134,0.36735,20.84729
2005,6,28,0.5,4.518274,0.364275,21.68979
2005,6,29,0.1,4.98642,0.369525,23.32854
2005,6,30,2.8,4.218043,0.377475,20.25687
2005,7,1,2,3.436428,0.3689625,17.25
2005,7,2,1.9,3.093486,0.408,15.60875
2005,7,3,3,3.373674,0.4363875,16.70958
2005,7,4,0.1,4.070348,0.4626,19.57896
2005,7,5,5.8,3.306112,0.531375,16.38625
2005,7,6,0,2.719457,0.533625,13.45229
2005,7,7,14.5,2.822993,0.5553375,14.03417
2005,7,8,7.3,2.484864,0.55125,11.94417
2005,7,9,1.4,2.743725,0.4375125,13.34104
2005,7,10,0,3.170881,0.4168875,15.30875
2005,7,11,0.2,3.857578,0.405,18.47833
2005,7,12,0,4.588746,0.3933,20.86271
2005,7,13,0.2,4.193992,0.3706125,20.19667
2005,7,14,0.1,4.556277,0.37605,21.59542
2005,7,15,0.1,4.689089,0.4291875,22.15375
2005,7,16,0,4.450485,0.4273875,21.71417
2005,7,17,0,4.211437,0.4265625,20.75292
2005,7,18,0,4.029562,0.4344,19.44
2005,7,19,2.3,3.882426,0.4602375,19.55146
2005,7,20,0.5,3.19517,0.4749,16.30854
2005,7,21,11.7,2.886899,0.47895,15.12979
2005,7,22,0.2,2.960662,0.3897,15.32042
2005,7,23,0,3.049948,0.36045,15.93146
2005,7,24,0,3.209504,0.3252,16.25958
2005,7,25,8.1,3.193089,0.338325,16.50417
2005,7,26,1.8,3.480394,0.3354,17.96146
2005,7,27,0.1,3.439533,0.31935,17.80333
2005,7,28,0.2,4.334658,0.3244875,21.30146
2005,7,29,5,4.477613,0.3249,22.11354
2005,7,30,24.9,3.663631,0.7257,19.05292
2005,7,31,3.1,3.064103,0.5173125,16.01021
2005,8,1,0.2,2.728464,0.4340625,14.91271
2005,8,2,0,3.112624,0.4071,16.20896
2005,8,3,0.2,3.147316,0.3921,15.97458
2005,8,4,0.1,2.867621,0.3790125,15.49667
2005,8,5,0,2.868614,0.3659625,15.01667
2005,8,6,3.1,2.5858,0.3849375,14.19521
2005,8,7,0.1,2.442183,0.4041375,13.03333
2005,8,8,2.3,2.238373,0.3879,11.80125
2005,8,9,1.2,2.33656,0.381,12.19313
2005,8,10,0.1,2.587624,0.3846,13.65708
2005,8,11,0,2.605904,0.3843,14.17479
2005,8,12,1.6,2.491075,0.3756,14.13958
2005,8,13,0.4,2.714198,0.3751875,15.16708
2005,8,14,0.1,2.682147,0.3778125,14.68604
2005,8,15,13.4,2.459687,0.4547625,13.54292
2005,8,16,4.6,2.452757,0.4747875,13.43458
2005,8,17,0,3.099506,0.3787875,16.44521
2005,8,18,0.1,3.126107,0.36315,17.0525
2005,8,19,0.1,3.283715,0.3640125,17.94896
2005,8,20,0.3,2.803069,0.3717,16.38667
2005,8,21,0,2.626738,0.369075,14.89146
2005,8,22,0.1,2.588151,0.370275,14.9625
2005,8,23,0,2.943487,0.3783,16.55146
2005,8,24,1.6,2.549504,0.3921,15.05917
2005,8,25,0,2.660715,0.3631875,15.16479
2005,8,26,4.9,2.348806,0.3792375,13.52563
2005,8,27,0.2,2.122388,0.3915,12.14083
2005,8,28,0.1,2.173436,0.3970125,12.22063
2005,8,29,0.1,2.540396,0.3734625,14.45646
2005,8,30,0.1,2.784911,0.363525,15.94292
2005,8,31,0,3.151083,0.363525,18.37125
2005,9,1,0.1,3.454235,0.3698625,20.05792
2005,9,2,0,2.969024,0.3888375,18.05667
2005,9,3,0.1,3.078266,0.3741,18.06021
2005,9,4,0.1,2.997457,0.3730125,17.86667
2005,9,5,0.2,3.13647,0.384975,18.06187
2005,9,6,0.1,3.023247,0.397275,18.31542
2005,9,7,0.5,3.103573,0.3976125,18.90167
2005,9,8,0.2,3.144351,0.3963,19.22313
2005,9,9,0.8,3.193396,0.40275,19.35333
2005,9,10,5.1,2.936333,0.437025,17.86479
2005,9,11,6.1,2.710608,0.4550625,17.29604
2005,9,12,2.1,2.545185,0.4187625,16.19583
2005,9,13,5.1,2.49724,0.442125,15.59583
2005,9,14,0,2.562524,0.3768,15.59604
2005,9,15,0.2,2.23683,0.372075,15.10354
2005,9,16,1,2.673458,0.384975,17.47563
2005,9,17,9.2,2.069236,0.47385,12.91479
2005,9,18,0,1.635706,0.4044,8.238125
2005,9,19,0.2,1.576464,0.4125,8.395833
2005,9,20,0.1,1.598641,0.4191,8.861042
2005,9,21,0.1,1.659914,0.411,9.395417
2005,9,22,0.2,1.688629,0.4044,10.12458
2005,9,23,0.1,1.763874,0.4065,10.79771
2005,9,24,0.2,1.836622,0.4054875,11.75375
2005,9,25,0.1,1.970443,0.423975,13.19375
2005,9,26,0.3,2.072422,0.4443375,14.35125
2005,9,27,0.2,2.098127,0.4300125,14.06188
2005,9,28,0,2.107799,0.419025,14.49979
2005,9,29,1.7,1.840451,0.422925,12.48771
2005,9,30,1.8,1.626438,0.412875,10.17021
2005,10,1,1.2,1.46649,0.3783,9.369792
2005,10,2,11.2,1.711256,0.449475,11.26208
2005,10,3,0.8,1.495578,0.370275,9.124375
2005,10,4,0.2,1.52791,0.3658125,9.610417
2005,10,5,0,1.784045,0.3624,12.35167
2005,10,6,0,2.027596,0.3610875,14.23625
2005,10,7,0,2.041108,0.3703125,14.30146
2005,10,8,0,2.00324,0.368625,13.95646
2005,10,9,0.1,1.791158,0.384525,12.27021
2005,10,10,0.3,1.651373,0.363675,11.39438
2005,10,11,0.2,1.661337,0.36675,11.66875
2005,10,12,0.3,1.590911,0.36795,11.07792
2005,10,13,0.3,1.62495,0.3670875,12.24667
2005,10,14,0,1.50876,0.38325,10.81396
2005,10,15,0.3,1.456775,0.3722625,9.867917
2005,10,16,0.2,1.358171,0.37755,9.366458
2005,10,17,0.3,1.379401,0.365775,9.447708
2005,10,18,0.1,1.207543,0.3536625,6.839792
2005,10,19,0.2,1.184507,0.348525,6.694792
2005,10,20,5.4,1.236701,0.356175,8.08625
2005,10,21,3.1,1.521519,0.3697875,11.39313
2005,10,22,6.9,1.701719,0.3856125,13.24792
2005,10,23,10.8,1.730524,0.543975,13.67813
2005,10,24,3.2,1.514964,0.4406625,11.39437
2005,10,25,0.2,1.368209,0.35085,10.26938
2005,10,26,1.1,1.68172,0.3477,13.67021
2005,10,27,0,1.751443,0.3425625,14.36208
2005,10,28,0.3,1.709431,0.33105,12.94083
2005,10,29,0.3,1.723678,0.3309,13.39
2005,10,30,0.2,1.571635,0.3537,12.7825
2005,10,31,0.2,1.531022,0.3918,12.065
2005,11,1,0.9,1.626909,0.444225,13.49854
2005,11,2,6.1,1.390835,0.54015,10.90479
2005,11,3,7.1,1.239053,0.6248625,9.792917
2005,11,4,0.1,1.5933,0.609675,12.80917
2005,11,5,4.8,1.381366,0.5926875,11.29917
2005,11,6,2.5,1.086596,0.5221125,7.597917
2005,11,7,0.1,1.118102,0.4836,7.583958
2005,11,8,1.1,1.00812,0.4480125,7.24375
2005,11,9,0.1,1.213065,0.4806,8.720417
2005,11,10,1.4,0.9936017,0.5007,6.888542
2005,11,11,0,1.051076,0.5007,7.196042
2005,11,12,0.3,1.050091,0.4989,7.55125
2005,11,13,1.2,0.9528222,0.509025,6.236875
2005,11,14,0.8,1.148047,0.4968,8.962917
2005,11,15,0,0.9672437,0.4757625,6.720625
2005,11,16,6.5,0.8645967,0.5460375,4.896667
2005,11,17,1.7,0.8156803,0.5174625,4.088542
2005,11,18,0.3,0.7428913,0.4625625,2.613125
2005,11,19,0,0.721917,0.419175,2.065833
2005,11,20,0.1,0.584867,0.3786,-0.4845833
2005,11,21,0.1,0.5666367,0.37035,-0.585625
2005,11,22,0,0.7606092,0.4038,3.364792
2005,11,23,0.1,0.5914326,0.442125,-0.71125
2005,11,24,0.2,0.6131673,0.5088375,0.23125
2005,11,25,1.3,0.6668969,0.5320125,1.63625
2005,11,26,0.3,0.568899,0.5551875,-0.4585417
2005,11,27,0,0.5638723,0.5263125,-0.3804167
2005,11,28,1.6,0.5914569,0.540225,0.3635417
2005,11,29,5.4,0.6221925,0.6823125,1.138333
2005,11,30,0,0.6370068,0.6674625,0.8366667
2005,12,1,0,0.5939674,0.589875,0.3
2005,12,2,0.1,0.5795554,0.532575,-0.5060417
2005,12,3,8.2,0.6093981,0.7098,1.265417
2005,12,4,9.4,0.835227,0.770775,5.509792
2005,12,5,19.9,0.8852936,1.58925,6.577083
2005,12,6,3.5,0.780482,0.945525,4.687917
2005,12,7,0.2,0.7203354,0.5568375,3.454583
2005,12,8,0,0.7266342,0.3831375,3.806875
2005,12,9,5.3,0.6792817,0.4543875,2.6775
2005,12,10,0.1,0.641126,0.38175,1.674375
2005,12,11,0.1,0.5554378,0.343875,-1.023333
2005,12,12,0.2,0.4978358,0.3171,-2.386875
2005,12,13,0.1,0.6092603,0.3177,1.574583
2005,12,14,0.1,0.6748322,0.3216,2.092708
2005,12,15,0,0.6955155,0.3168,2.821042
2005,12,16,0.1,0.6871021,0.3168,3.362917
2005,12,17,5.8,0.7945831,0.3795375,5.256042
2005,12,18,0.4,0.5647568,0.4033125,0.301875
2005,12,19,1.1,0.5699394,0.370275,0.3720833
2005,12,20,0.5,0.5453842,0.3505875,-0.058125
2005,12,21,0.6,0.5635263,0.3516375,0.430625
2005,12,22,0.5,0.5792199,0.3409125,0.646875
2005,12,23,0.1,0.5903021,0.3455625,1.053958
2005,12,24,0.2,0.6611409,0.344625,2.924375
2005,12,25,0,0.7195387,0.3392625,3.87375
2005,12,26,0,0.689492,0.3171,2.685625
2005,12,27,0.4,0.5497398,0.3168,-0.2327083
2005,12,28,0,0.4394627,0.3168,-3.483333
2005,12,29,0,0.4475311,0.3168,-3.414583
2005,12,30,0,0.3878605,0.3312,-4.847917
2005,12,31,0,0.4179907,0.335775,-4.104167
2006,1,1,10.8,0.6755196,0.496275,2.962917
2006,1,2,5.5,0.6891219,0.817875,2.515625
2006,1,3,0,0.7122377,0.6735,2.558542
2006,1,4,0.1,0.5916529,0.484125,0.2060417
2006,1,5,0,0.5178823,0.412875,-1.248125
2006,1,6,0,0.5177258,0.36975,-1.442708
2006,1,7,0,0.4401883,0.354,-2.787708
2006,1,8,0,0.4579959,0.32775,-2.84
2006,1,9,0.4,0.5305783,0.3165,-1
2006,1,10,0,0.4316201,0.313875,-3.772292
2006,1,11,0,0.4481434,0.322875,-3.578542
2006,1,12,0,0.4999456,0.3315,-1.77875
2006,1,13,3.1,0.6123654,0.36825,0.7977083
2006,1,14,0,0.541813,0.361125,-1.03125
2006,1,15,0,0.4790324,0.360375,-3.519375
2006,1,16,0,0.391807,0.355875,-5.706458
2006,1,17,0.1,0.463781,0.321375,-3.722083
2006,1,18,14,0.7064641,0.81225,2.507083
2006,1,19,0.4,0.716875,0.686625,2.684583
2006,1,20,0.3,0.6305717,0.492375,0.9210417
2006,1,21,2.4,0.8116945,0.53025,4.605
2006,1,22,0.8,0.7315867,0.4965,2.854167
2006,1,23,0.1,0.6536101,0.45225,0.816875
2006,1,24,0,0.4829788,0.410625,-3.528958
2006,1,25,0,0.4536762,0.403875,-4.7
2006,1,26,0,0.4885271,0.383625,-3.280208
2006,1,27,0,0.5368626,0.369,-2.053542
2006,1,28,0,0.4089335,0.377625,-6.055625
2006,1,29,0,0.5597329,0.354,-2.566458
2006,1,30,0,0.7826701,0.342375,1.248333
2006,1,31,0,0.6719809,0.340875,-0.151875
2006,2,1,0,0.6150579,0.338625,-1.046667
2006,2,2,0,0.5432889,0.3435,-2.78875
2006,2,3,0,0.4630497,0.348,-4.819583
2006,2,4,0,0.4412431,0.3315,-5.368333
2006,2,5,0,0.650513,0.314625,-0.4520833
2006,2,6,0,0.6916068,0.3255,0.9389583
2006,2,7,0,0.7817963,0.336375,2.344792
2006,2,8,0.2,0.7870484,0.359625,2.917083
2006,2,9,5.3,0.7915451,0.412875,2.684792
2006,2,10,1.4,0.6819946,0.39225,0.71375
2006,2,11,1.1,0.7195751,0.385125,1.117917
2006,2,12,0.1,0.7037867,0.38625,0.34375
2006,2,13,0,0.6666952,0.392625,-0.2170833
2006,2,14,0,0.6449706,0.39225,-0.7139583
